Short-data encryption tester v.1.04 22.06.2023 12:15
Huffman binary tree prepared, no of elements = 1403, root = 1402
Absolute: min. level=9, max. level=18, av. level=10
Weighted: min. level=4.50, max. level=18.00, av. level=5.56 compression=70%
All-zero element: 826 '@8' of level 9 and weight=5
Processing items...
No of items = 25000, digits before decimal point = -10, digits after decimal point = -7
No; String; Length[B]; String_noised; Length[B]; String_encoded_bin; String_encoded_hex; Length[B]; Add_noise_time[us]; Encryption_time[us]; Decryption_time[us]; Remove_noise_time[us]; Total_time[us]
8845; 50948.8; 7; %=50948.8; 9; 001110101011000110001010011110001010101100101100; A31BA887BAC2; 6; 5; 416; 426; 5; 852
8846; 1.04; 4; @1.04; 5; 11111111110000010100111101010000; FF1CF405; 4; 3; 261; 271; 3; 538
8847; 11.754; 6; )11.7%54; 8; 1000000001101011011011010000010100110000; 08B6D65003; 5; 4; 485; 498; 5; 992
8848; 854605286.20385; 15; !8$546(0(5=286.20385; 20; 00010101111000101100100111010110000001101100001101111000110010111111101010011010111110100001010010000000; 512E9C6D603C87BCAFA9AF4108; 13; 13; 962; 1008; 10; 1993
8849; 2.763; 5; (2.763; 6; 00110111001000010110011000111000; 73126683; 4; 3; 277; 287; 3; 570
8850; 6.849777; 8; *6._849777; 10; 110010100101001010001011000110111010000100101000; AC25B8B11A82; 6; 5; 388; 411; 6; 810
8851; 96981.838939; 12; _9698~1.8389*$39; 16; 11010001110001101011011000110110101101011110010001111100011111000110111011100000; 1D6C6B635B4EC7C7E60E; 10; 10; 859; 887; 9; 1765
8852; 1635.2478; 9; !1635.@247&8; 12; 1010001001100110001111001001001010011010010011100110011000010000; 2A66C329A9E46601; 8; 7; 557; 578; 6; 1148
8853; 8946259; 7; &@8946259; 9; 100111111111110001010011101000100011100010101000; F9CF352A838A; 6; 4; 573; 585; 5; 1167
8854; 267.034; 7; )267.*034; 9; 111111011101101011110010011110111110101111010100; DFAD2FB7BE4D; 6; 4; 523; 534; 5; 1066
8855; 998218.4534; 11; @@%998218.4534; 14; 101100110110000111000111000101101001111000101010111001100010101011110000; 3B167C61E9A26EA20F; 9; 8; 792; 817; 7; 1624
8856; 3.1301; 6; =3.130*1; 8; 1011111001001011010100100101110010100001; EBB425C51A; 5; 4; 211; 219; 5; 439
8857; 1.76; 4; )1.76; 5; 10000000001000010101001001000000; 08122504; 4; 2; 290; 302; 3; 597
8858; 843901.60; 9; =843901~.6%0; 12; 1100111000011000001001000111010101001000101111011111110010000000; EC81425784DBCF08; 8; 7; 536; 564; 7; 1114
8859; 210957544.47731; 15; $2!1#095754*4&.47731; 20; 000101000101000100101000100110100010111011011010001001111101011010011000111110001001011000100000; 411582A9E2AD726D898F6902; 12; 13; 676; 696; 10; 1395
8860; 838493.8; 8; ^838_493.8; 10; 101110001001010011101011001110100111100110010110; 8B49BEA39769; 6; 5; 332; 342; 6; 685
8861; 8964.26292; 10; @896_4.26~292; 13; 000000000101100101010110011110101001101110111110001101011101101100000000; 009565A7B9EB53BD00; 9; 7; 734; 766; 7; 1514
8862; 21182891.895262; 15; (2118)28_91.8_9526(2; 20; 001101110100100001110101010010111101111110100011110101101100111000010100010110001101110011011100; 738457B4FD3A6DEC4185CDCD; 12; 13; 1136; 1160; 10; 2319
8863; 3188297.04958; 13; *31&8=8297.#04958; 17; 0101000011111010010100101101011010101011011101011000011010111110001010001011110010110000; 05AF256DBA5768EB82CB0B; 11; 10; 736; 761; 9; 1516
8864; 2791.2157; 9; _2791.)21~57; 12; 0111100000001011001110101101111111011010101001101111111110000000; 87B0A3FDAD6AFF08; 8; 7; 670; 698; 6; 1381
8865; 92014857; 8; @9201485&7; 10; 101001110001111110111100010010001010010100110110; 7AF1CB845A63; 6; 5; 521; 531; 5; 1062
8866; 113453371.0649; 14; =113(453)3)71.0649; 18; 1110101001101001000110010111100010111000111110110011101011011010110100001011010100000100; AE9691878BBFA3AD0D5B40; 11; 10; 1145; 1170; 9; 2334
8867; 924988.16683; 12; %9&2$4988.166)83; 16; 1000011100001111000111010111011101110001010001010101010011101100010110001111001000000000; 78F0D177175445CE852F00; 11; 9; 662; 697; 8; 1376
8868; 83579312.1; 10; &8_3579312.=1; 13; 001100001010111001110111111111010011110101011001100110000100010100000000; 03EA77DFD395895400; 9; 7; 577; 602; 7; 1193
8869; 28983.268971; 12; !2898=@3.268#971; 16; 10010110011111100010100101101101111011010100110100000001000000010100110101000000; 69E792D6DED41010D404; 10; 10; 742; 775; 8; 1535
8870; 4662.84; 7; _4#662.84; 9; 10101100111111110010011111001101100101101111010100000000; CAFF72DC695F00; 7; 5; 384; 408; 5; 802
8871; 8.85554; 7; =^8.85554; 9; 110110001000101010000101001010100101111101010000; 8DA858A2F505; 6; 4; 558; 573; 5; 1140
8872; 35.8333; 7; *35.8&333; 9; 01010000110010010010011010010001011101010110110001000000; 059C621957C604; 7; 4; 379; 401; 5; 789
8873; 46827.3; 7; %46~827.3; 9; 011110101011101111110110101010000001000110110001; A7BB6F8A111B; 6; 4; 423; 433; 5; 865
8874; 2545.172; 8; ~2545(.172; 10; 000101101010100110110001111000101101001111001001; 619A1B2E3D9C; 6; 5; 389; 399; 6; 799
8875; 4.04; 4; #4.04; 5; 10101101110000010100111101010000; DA1CF405; 4; 3; 183; 194; 3; 383
8876; 7.715095; 8; ~7.71)5095; 10; 100110011010000101010110111011000110010100010110; 991A65CE5661; 6; 5; 399; 411; 6; 821
8877; 497109736.535184; 16; ^&49_7)109736.5#35184; 21; 01011001101010000011010011001000000000110010100010001111000101011000100111001101111010000111111101010000; 958A438C3082F85198DC8EF705; 13; 14; 1188; 1221; 10; 2433
8878; 181971.913958; 13; @1819~%71.%913958; 17; 1111111111011011101011100100110100001110101101100001110001101001001010001011110010110000; FFBDEAD4E06BC19682CB0B; 11; 10; 913; 937; 8; 1868
8879; 72.486140; 9; !72._4)86140; 12; 0100000100111111010110101100111011010100101011111110100001100000; 14F3A5EC4DFA8E06; 8; 7; 612; 633; 6; 1258
8880; 7841.668; 8; )7841).668; 10; 011101011000101100001011011100010111110000000100; 57B8B017C740; 6; 5; 519; 533; 6; 1063
8881; 5891549.3414; 12; @58^9154*9.3^414; 16; 11111100111101101001100111101010011010001000011000101101101011110111000100100000; CF6F99AE8668D2FA1702; 10; 10; 732; 762; 8; 1512
8882; 8.73; 4; $8.73; 5; 01001000101000010101101100010000; 841AB501; 4; 3; 209; 220; 3; 435
8883; 9105; 4; ~9105; 5; 01110110011100011111001001000000; 67172F04; 4; 2; 299; 311; 3; 615
8884; 8198.173; 8; ~819$8.173; 10; 001011110100011110100100100010010110100010001110; F2744A9886E8; 6; 5; 349; 361; 6; 721
8885; 515883.21787; 12; &515883.^21#7$87; 16; 11000100011100110101010111010101011001000011101101111011010010110101101110010000; 4C37555D46B3B7B4B509; 10; 10; 676; 698; 8; 1392
8886; 44.92; 5; _44.92; 6; 10101100111011010101010001001010; CADE45A4; 4; 2; 229; 237; 4; 472
8887; 7582.98825; 10; ^7582)$.98825; 13; 101111111000101011110100000110011100011110001011011010101011001001000000; FBA84F917CB8A62B04; 9; 7; 644; 671; 6; 1328
8888; 50.68561; 8; _=50.68561; 10; 101000001001100011000001011110001010011010111111; 0A891C876AFB; 6; 5; 463; 473; 5; 946
8889; 438.7499; 8; %43$8.7499; 10; 01111010101000010111000101010011111101000111100001000000; A71A17354F8704; 7; 5; 312; 334; 5; 656
8890; 25958385.68756; 14; %@259#58~385.68756; 18; 1000001001000100011100110101000101011110111011100001010010001011111011100100010100111010; 28443715E5EE41B8EE54A3; 11; 10; 739; 760; 9; 1518
8891; 7813.14398; 10; ~78#13.1%4398; 13; 100110011110101110110100100001011010011110101001110111011001011000000000; 99BE4B587A9ADD6900; 9; 7; 654; 686; 7; 1354
8892; 2108727.4979; 12; =210)8727~.497~9; 16; 01111000110111000111011010100011110010011101010001100011111110111010011101100000; 87CD673A9C4D36BF7A06; 10; 10; 688; 712; 9; 1419
8893; 7693528.566463; 14; ~76@93528_.56=6463; 18; 100110011101110111101001111010100001111100111000001101110010001001101000011101100110001110000000; 99DD9EAEF183732286673608; 12; 10; 701; 743; 10; 1464
8894; 48; 2; )48; 3; 101101101101100101100000; 6B9D06; 3; 2; 148; 156; 2; 308
8895; 3.958; 5; ~3.958; 6; 10111011100001100010010101110000; BB685207; 4; 3; 204; 216; 4; 427
8896; 9319.948; 8; $9319@.948; 10; 100101011100010000010110010000011000100010000100; 594C61148848; 6; 5; 430; 443; 5; 883
8897; 9.473698; 8; @&9.473698; 10; 000011101011001000000111001101110011110111000101; E02B7073D35C; 6; 5; 462; 472; 5; 944
8898; 20049.0; 7; __20049.0; 9; 01101111000111111011101111100001100100000100110000000000; F6F1BB1E09C400; 7; 5; 429; 453; 5; 892
8899; 595718827.62; 12; )595!71=8827=.62; 16; 11111000010100010110100000101000010100010101110100110100101101011100100111110011; 8F15868215D5435B9C3F; 10; 9; 699; 716; 9; 1433
8900; 64.5750; 7; ~64.@5750; 9; 10100101100011010101011111100110110110100100110000000000; 5AD8756EADC400; 7; 4; 386; 410; 5; 805
8901; 88862491.633601; 15; #8&88)6&2491.63_3601; 20; 100011000000110000110101010011101001110010001100110011110001011110110011000111001111010000101100; C8C053E4C9C8FC713BC14FC2; 12; 13; 923; 947; 10; 1893
8902; 21.3065; 7; #21.3#065; 9; 100010100111101011011111111100000101111001001000; A8A7FD0FE584; 6; 5; 508; 522; 5; 1040
8903; 4318438.040; 11; &~431$8438.040; 14; 100010010000011000000111111100000101100000101001110000010100101000011000; 9860700F85921CA481; 9; 8; 624; 643; 7; 1282
8904; 950; 3; #950; 4; 000000010110001100000000; 103600; 3; 3; 207; 217; 3; 430
8905; 7421.152; 8; ^74_21.152; 10; 10111111100110101011101001111001011010101000011110000000; FBA9AB97A67808; 7; 4; 479; 504; 6; 993
8906; 3541.07; 7; ~3541.0~7; 9; 10111011100101001101101011011000101010101001000000000000; BB49AD8DAA0900; 7; 5; 410; 421; 5; 841
8907; 51.193; 6; ~51.=193; 8; 0100011101101011011110101000100111100000; 74B6A7980E; 5; 5; 411; 425; 5; 846
8908; 735.7; 5; %735.7; 6; 11010000100110111101000010100000; 0DB90D0A; 4; 2; 291; 303; 3; 599
8909; 68622.81688; 11; !6862^2.8@1688; 14; 101110011101011111101001111101111110101100011101010100111010101011101000; 9B7D9E7FBED135AA8E; 9; 8; 660; 680; 7; 1355
8910; 48227.386; 9; #4=8227.*386; 12; 10101101111001110011110110100000100010100001010111111000; DA7ED30AA8518F; 7; 6; 666; 684; 6; 1362
8911; 97044375.243; 12; ~#970!4437~5.243; 16; 11001010111011101001110001010011101110111111000010001110101010011000110000000000; ACEEC935BB0FE89AC800; 10; 10; 737; 767; 8; 1522
8912; 14.05704; 8; *14.0570$4; 10; 10010100001011010101001110011100001010010010111011100000; 49D235C992E20E; 7; 4; 344; 362; 5; 715
8913; 53.9; 4; $53.9; 5; 11000101101010110010100010101000; 5CBA828A; 4; 2; 180; 188; 3; 373
8914; 86.1; 4; #86.1; 5; 10001100001000101011001010000000; C8222B08; 4; 3; 185; 195; 3; 386
8915; 101.487753; 10; $=101.487_753; 13; 101001001111000111110101101000100001101110011001011011010011011000100000; 4A1F5F2AB199D66302; 9; 7; 636; 663; 7; 1313
8916; 5837267.867; 11; (5837^(267.867; 14; 101100001101111001000101000101000110111010110101101100101101011010110000; 0BED5441E65B2B6D0B; 9; 7; 632; 656; 7; 1302
8917; 10037.2; 7; ^1003!7.2; 9; 011110001000111011010001010010000001001101101100; 87E81D8431C6; 6; 5; 386; 397; 5; 793
8918; 150091291.59; 12; !1%50@091291@.59; 16; 10100010010101101000000111110110010101010110011001100111101010000001010111110000; 2A65186F5566768A510F; 10; 10; 779; 804; 8; 1601
8919; 87144237.658; 12; *871!442=3&7.658; 16; 00100101001001101010011110100000111101011111001010011011000010111100101011100000; 52627A0A5F2FB9B0AC0E; 10; 9; 621; 651; 8; 1289
8920; 23543453.96842; 14; (2354345@3$.9684@2; 18; 0011011100011011110011000001110011001101111010011100010101100100010110001001101001000000; 73B1CCC1DC9E5C4685A904; 11; 11; 1088; 1124; 8; 2231
8921; 3022986.680; 11; _302!2986.!680; 14; 010111001101101110110010110011110001011000101011101110011101111010110000; C5BD2BFC61B29BED0B; 9; 8; 552; 576; 8; 1144
8922; 45617813.66; 11; =45#617813.$66; 14; 101011010100001001111010111111111011000110100100001100011100000011000000; DA24A7FF1B4A130C0C; 9; 8; 689; 718; 7; 1422
8923; 6.817; 5; $6.817; 6; 11010111101100101101001000110000; 7D2B2D03; 4; 3; 243; 253; 3; 502
8924; 653150374.459; 13; ~&65_315037*4.459; 17; 0101011100101101111001011100111110011011011111010011110011011010101011100110010001010100; 75D25EFCB9D7C3ADEA4645; 11; 10; 857; 875; 9; 1751
8925; 98.780; 6; ^98.78_0; 8; 0111111101000101010111011000011010110110; F754D5686B; 5; 4; 303; 312; 5; 624
8926; 87.8; 4; ~87.8; 5; 00101111000000100110010110000000; F2205608; 4; 3; 188; 200; 4; 395
8927; 70259696.85; 11; $(7025_9696.85; 14; 011111011100010100100001000111101000111000110101100010101100010100100000; D75C12E1E853A85C02; 9; 7; 692; 719; 7; 1425
8928; 2.474; 5; )2.474; 6; 11111101111000111110111111010000; DF3EFE0D; 4; 3; 229; 238; 4; 474
8929; 38.214; 6; (38.2@14; 8; 0100000010001010101110100101100010010000; 04A8AB8509; 5; 4; 541; 554; 4; 1103
8930; 4885; 4; %4885; 5; 01111010100101011101011001001000; A7596D84; 4; 3; 217; 226; 3; 449
8931; 7523; 4; _7523; 5; 10100110010100001111011011000100; 6A056F4C; 4; 3; 252; 261; 4; 520
8932; 275406989.3028; 14; @275&$4069!89.3028; 18; 1001101001101101101000100001110100001101000110101000101011011001000010010010110111101111; A9D62AD1D0A1A89D90D2FE; 11; 10; 766; 785; 9; 1570
8933; 3.4020; 6; =3.#4020; 8; 1011111001110000110101000011001111110110; EB074D336F; 5; 5; 387; 397; 5; 794
8934; 7.63654; 7; ^7.63~654; 9; 101111111000010111100111100010110111101111010100; FB587EB8B74D; 6; 4; 363; 375; 5; 747
8935; 45229.8826; 10; ~45229.8&#826; 13; 100011100110100001111000110101011001011001000111110110101010010010010000; E886875D6974AD4A09; 9; 7; 547; 569; 7; 1130
8936; 3056.2587; 9; !~3056.2%587; 12; 0101110001001001011010100111011010100110010110100101110010000000; C594A6676AA5C508; 8; 7; 501; 525; 7; 1040
8937; 48014.626; 9; %@48014*.626; 12; 10000010010001000011000010110001001111000101111000110111; 2844031BC3E573; 7; 7; 659; 671; 6; 1343
8938; 7.1281; 6; &7&.1281; 8; 010011011001111101011010110011010110111010000000; D4F9A5DCE608; 6; 4; 313; 334; 5; 656
8939; 114360; 6; (11*4360; 8; 0100100001010101101001100000101111111100; 84556AB0CF; 5; 5; 448; 458; 5; 916
8940; 67665.4; 7; *676~65.4; 9; 11001010010111101111101001011001001001001011110101000000; ACE5AF9542DB04; 7; 5; 282; 303; 5; 595
8941; 7725019.129; 11; @77250)1$9.129; 14; 100110000011110010010110001100100000000100101011001011010000110101000000; 89C3692310B2D2D004; 9; 8; 738; 767; 7; 1520
8942; 5428995.7920; 12; ^542899%&5).7920; 16; 00011001100001111011111000100101111111000100000010001000101100101111110110000000; 9178EB52CF04882BDF08; 10; 10; 806; 849; 9; 1674
8943; 700716746.233; 13; %%7=007^16746.233; 17; 110001010010111100100111011010100010101010011101011111101001000101011110000101101101100010000000; 5CF272A6A2D9E719E5618D08; 12; 10; 701; 743; 9; 1463
8944; 2.50; 4; =2.50; 5; 01111000110011011100101001100000; 87DCAC06; 4; 3; 143; 152; 4; 302
8945; 690221795; 9; ^&6902_21795; 12; 0101100111000110101011011101011110000010010001101010001011000000; 956CDA7D28642A0C; 8; 7; 507; 533; 6; 1053
8946; 4.12191; 7; )4^.12191; 9; 10110110110100101111101011001101000111101000101000000000; 6B2DAFDCE1A800; 7; 4; 383; 404; 5; 796
8947; 7.66; 4; #7.66; 5; 10001101110001011110100100100000; D85C9E02; 4; 3; 161; 173; 3; 340
8948; 820.0; 5; #820.0; 6; 10001100000111111011100000101000; C8F18B82; 4; 3; 175; 182; 4; 364
8949; 344.65404; 9; =*3&44.65404; 12; 0001011101010010111100111011100010111101010011010111110000000000; 71253F8BDBD4C700; 8; 7; 578; 606; 7; 1198
8950; 430.513; 7; )430.51^3; 9; 10110110110100100101101101110011011001110110110001000000; 6B2DB53776C604; 7; 5; 372; 395; 5; 777
8951; 24.697030; 9; @24).6970&30; 12; 10011010011101000100001011111101110101110111001001001011; A94724DF7D27B4; 7; 7; 649; 661; 7; 1324
8952; 81927.65; 8; $8^1927.65; 10; 010010001011110001010001001010000010010110111100; 84CB158252CB; 6; 4; 358; 370; 5; 737
8953; 226709.530; 10; %226@709.~530; 13; 101110110000110111100110000011001010110010011011000101110001001100000000; BBD06EC0CAB9713100; 9; 7; 726; 753; 6; 1492
8954; 84.474; 6; (&84.474; 8; 100010111010010110001100011111011111101000000000; B85AC8D7AF00; 6; 5; 272; 293; 5; 575
8955; 2925036.0557; 12; $292)5036.0)5%57; 16; 00010100010001001011111100001011111010100010101101110011011011010001101111111110; 4144FBB0AEB237D6B1EF; 10; 10; 785; 805; 9; 1609
8956; 36858464.1907; 13; !36858(464.*190#7; 17; 011101111100000001001010111011001011110000111011100100111100011110100110010010010010000000000000; 770CA4CECBB3397C6A940200; 12; 10; 778; 801; 9; 1598
8957; 552704; 6; @55@2704; 8; 1111110011100000010110100101101111100000; CF0EA5B50E; 5; 5; 537; 549; 4; 1095
8958; 4983563.545951; 14; #^4983563.545((951; 18; 1110111010101000001011110010000101001110110101100100101001101100011110111101110000111111; EE8AF212E46DA4C6B7CDF3; 11; 10; 1011; 1029; 9; 2059
8959; 30731; 5; ^30731; 6; 01101100000111011011100010000000; C6D18B08; 4; 3; 216; 225; 4; 448
8960; 117062.39120; 12; )11!7062&.39^120; 16; 10000000000111100100101001001111100110111110101011101110011110001001111110110000; 08E1A4F4B9AEEE87F90B; 10; 10; 756; 783; 8; 1557
8961; 2430907.298; 11; =24#3$0907.298; 14; 011110001100110011100100001011101100101001110110111010100110111000101000; 87CC4EE2AC67AEE682; 9; 8; 661; 683; 8; 1360
8962; 2.866079; 8; &#2.866079; 10; 01000111101111110101010111111101111111100010110010000000; 74FB55DFEFC208; 7; 5; 450; 474; 5; 934
8963; 91.736; 6; )91.%736; 8; 1010001000110101101110100001011100111100; 2A53AB71C3; 5; 4; 451; 460; 4; 919
8964; 468241.942; 10; #4)(68241.942; 13; 1010110111101111111000000010010001101101011010101001111110110110; DAFE0E42D6A6F96B; 8; 7; 824; 838; 7; 1676
8965; 1.281; 5; &1.281; 6; 10110010110101001101011011101000; 2B4D6D8E; 4; 3; 237; 247; 4; 491
8966; 98.30; 5; #98.30; 6; 00000001000101010100100101100000; 10519406; 4; 2; 256; 268; 3; 529
8967; 4.179; 5; ~4.179; 6; 10001110010010110100010110010000; E8B45409; 4; 3; 165; 176; 3; 347
8968; 212.2; 5; ~212.2; 6; 00010110110101100110101010011000; 616DA689; 4; 3; 177; 186; 4; 370
8969; 28723482.52; 11; &2$87@23482.52; 14; 011110001110100100010000110111000010110001000010111111010110100001111000; 879E01CDC224DF8687; 9; 8; 740; 762; 7; 1517
8970; 10306.75; 8; $103^06.75; 10; 001111110101111101001111010010001010111011011010; F3F5F484EAAD; 6; 5; 372; 382; 5; 764
8971; 2.87; 4; ^2.87; 5; 0001110110110010110010010000000000000000; D12B9C0000; 5; 2; 99; 112; 3; 216
8972; 6249; 4; #6249; 5; 11111001000100011010001010100000; 9F112A0A; 4; 3; 250; 260; 3; 516
8973; 489.8540; 8; _4$89.8540; 10; 10101100111010010001011001000000010100110100001100000000; CA9E6104353400; 7; 5; 466; 490; 5; 966
8974; 317049.3; 8; _31=7049.3; 10; 01011100111000010100001010010010100000110001011010000000; C51E2429386108; 7; 5; 377; 402; 6; 790
8975; 3.617781; 8; _*3.617781; 10; 110011110101011001010101111110001001011011011101; FC65558F69DD; 6; 5; 423; 432; 6; 866
8976; 9701651.76; 10; %970_1651.%76; 13; 100001110000010100100110110011101101111011010110111010000101001001000000; 785062ECED6D8E2504; 9; 7; 674; 701; 7; 1389
8977; 3.130951; 8; &3.130!951; 10; 001000000001011010100100101110000001001000111111; 02614A8B21F3; 6; 5; 377; 387; 6; 775
8978; 59418.01; 8; %=59418.01; 10; 00111010110101111100111001010100010101010000101100000000; A37DEC4555B000; 7; 5; 505; 529; 5; 1044
8979; 6.50; 4; ^6.50; 5; 10011101000011011100101001100000; D9D0AC06; 4; 3; 115; 124; 3; 245
8980; 949816125.12; 12; )94$981$6125.*12; 16; 10100010001101100101110001010111111100010101111110001000111100100111101011001100; 2A63C5751FF5882FA7CC; 10; 10; 795; 814; 8; 1627
8981; 470180095.1; 11; #4701_=80095.1; 14; 101011011001010010100011011001100111000011101101010001011001011010000000; DA493A6607DE546908; 9; 8; 555; 584; 8; 1155
8982; 790916919.2; 11; _790916919.~_2; 14; 101001100100100011101100111110001101011000111101011001001101011110000000; 6A84CE8F6DD3467D08; 9; 7; 508; 527; 7; 1049
8983; 1132645.35549; 13; $1132$64&5.35=549; 17; 0011111101101001001011100110110000111011100010001000101101000100100010100110100010101000; F396E2C6B388B844A8868A; 11; 10; 894; 916; 9; 1829
8984; 25.05161; 8; (25.@05161; 10; 001101110100100100100011011000001111111010111111; 73943206EFFB; 6; 5; 555; 565; 5; 1130
8985; 13.095; 6; @~13.095; 8; 0100110011101001001000001010010100010110; C49E025A61; 5; 5; 340; 349; 5; 699
8986; 4.72703; 7; %~4.72703; 9; 10000010110110101010011110010010010100100110110001000000; 28AD7A2925C604; 7; 5; 325; 347; 5; 682
8987; 46.91; 5; $46.91; 6; 01011101110100010101101100111100; D51DB5C3; 4; 3; 224; 233; 3; 463
8988; 391.8; 5; $391.8; 6; 00011001001100111101100101100000; 91339D06; 4; 2; 202; 213; 4; 421
8989; 756.3; 5; *756.3; 6; 10011110110101001110110001011010; E94DCEA5; 4; 3; 155; 163; 4; 325
8990; 8.423923; 8; #)8.423923; 10; 100100001000010101000001111001110111011000010110; 0958147E6761; 6; 5; 498; 510; 6; 1019
8991; 4605001; 7; @46=05001; 9; 100110111000100110011100111000011101100010100000; B998C91E8D0A; 6; 4; 510; 522; 5; 1041
8992; 639566678.100; 13; !6395*6!6*678.100; 17; 1011100111011101110101111011101110010110101111101101101011000101010111000111010011000000; 9BDD7DBB69EBAD5CC5470C; 11; 10; 901; 928; 9; 1848
8993; 8682.8660; 9; %86!82~.8660; 12; 1001011010011100101110110101010001001001010111111101111111100000; 69C9BB4594F5FD0E; 8; 7; 526; 547; 6; 1086
8994; 5.2; 3; $5.2; 4; 110001011010101001100000; 5CAA06; 3; 2; 140; 149; 3; 294
8995; 50.123; 6; #50=.123; 8; 1011000001011010011100101101011000010110; 0BA5276D61; 5; 4; 325; 335; 5; 669
8996; 617486462.5591; 14; _6174864*62.5%5^91; 18; 0100101001001000110000100001100001110111001010001111110101011010001001101101011001111000; A4842C817782DFA5626D87; 11; 10; 908; 935; 9; 1862
8997; 51.690099; 9; !5*1.69@0099; 12; 1001110001100101000010001011111011001000011101100111100001000000; C95680EB8C678704; 8; 6; 317; 342; 6; 671
8998; 64; 2; _64; 3; 010010100111101010000000; A4A708; 3; 2; 197; 208; 2; 409
8999; 3; 1; #3; 2; 1000111000000000; E800; 2; 2; 45; 52; 1; 100
9000; 681252222.23802; 15; !681252222&%.2=38)02; 20; 101110011110110111010001000111111011011111011011100101110101010011010111110011010101001011011101; 9BDE1DF17BBD79457DDC25DD; 12; 14; 1061; 1081; 10; 2166
9001; 4195.93; 7; &419_5.93; 9; 11100111110001111010011100111110001100010110110001000000; 7E7C7AE313C604; 7; 4; 401; 424; 5; 834
9002; 73148.9074; 10; *731$48.^9074; 13; 100111101110001000000101110111000010101001111111010111011011111101010000; E92E50CDA2F7D5FB05; 9; 7; 487; 509; 7; 1010
9003; 4404990.23987; 13; ~#4^404990.239%87; 17; 110010101111000110101000011001010000011001000111101010011001110111010010110100010010000000000000; AC1F8A5660749AD92D1D0200; 12; 10; 759; 782; 9; 1560
9004; 20.4956; 7; ~20.49#56; 9; 000101101010101011001010000011011000001010010010; 61AAACD02829; 6; 5; 386; 396; 5; 792
9005; 5521; 4; %5521; 5; 01011010010100001111001010000000; A5052F08; 4; 2; 284; 295; 3; 584
9006; 6523; 4; %6523; 5; 10011001010100001111011011000100; 99056F4C; 4; 3; 253; 262; 3; 521
9007; 74269957.7; 10; $#74269957._7; 13; 10110100010111111010000011011101111000011011111111110100101001001000000000000000; 4BF50ADD1EFB4F4A0800; 10; 7; 465; 489; 7; 968
9008; 850561.958330; 13; ~8=50*561.9583^30; 17; 001011110010100111000111011010010100111011101011011010001011011110010000110110000010011000000000; F2927C96E4BE867B098D6200; 12; 10; 676; 715; 8; 1409
9009; 8425.811; 8; _8425.81%1; 10; 111100111000011110100100100101011011101100100010; 3F784A59BB22; 6; 5; 579; 589; 6; 1179
9010; 708075.034; 10; *708075#.0!34; 13; 100111101101010101110011101101100010011110000010100011101111111101010000; E95D376B7228E8FF05; 9; 7; 522; 544; 7; 1080
9011; 2169767.7; 9; *2169=767.#7; 12; 0010011011010011101011100101110111101111000001001000110111000000; 623DEAD5FE40D80C; 8; 7; 343; 370; 6; 726
9012; 6909152.00144; 13; !6~90!9152.0014@4; 17; 1011100111011101100011100010101100111110100001111100000101001000010110101111000111101010; 9BDDE8B2E3781C84A51FAE; 11; 11; 768; 786; 9; 1574
9013; 560524.39542; 12; &&560524.3!954$2; 16; 00001100010100111010111001110000100011010001011011000000100101010011000010100000; C035EA07D8610C59030A; 10; 10; 770; 792; 8; 1580
9014; 805; 3; !805; 4; 000101011011100111000000; 519B0C; 3; 3; 137; 146; 3; 289
9015; 95337.36518; 11; _9*5$337.36518; 14; 110100011011011110100011001001111110001000101101101101111001000011100000; 1D7B3A722ED27B090E; 9; 8; 613; 639; 7; 1267
9016; 1965080.95; 10; _$19!65080.95; 13; 100001111101000111101010111001110110001100011110101100011000111001001000; 781DAE7E36E11BE884; 9; 7; 519; 539; 7; 1072
9017; 82870.3; 7; =82870#.3; 9; 110011100011110111100101001001011110101101100010; ECD35E52BE26; 6; 5; 410; 421; 5; 841
9018; 37476946.165056; 15; $(^374769=46.1650(56; 20; 01111101110011011000001111110100101111011110111001011010011101001011010101101111011101011001010011101000; D7DC384FDBEEA5475BF657498E; 13; 13; 741; 774; 10; 1538
9019; 68298; 5; _68298; 6; 01001010010110101010111000101000; A4A5EA82; 4; 3; 271; 281; 3; 558
9020; 14.48; 5; #14.48; 6; 00001110001101010100001000010000; E0532401; 4; 3; 305; 317; 4; 629
9021; 48.68389; 8; #48.68#389; 10; 101011011000101010100000001100011100011111000100; DAA80A137C4C; 6; 5; 489; 502; 5; 1001
9022; 16174565.79; 11; !1617)456@5.79; 14; 101000100110101111111110111101110011001011101111100100100100010110010000; 2AB6EF7F23FE295409; 9; 7; 611; 636; 7; 1261
9023; 88537302.0984; 13; ^8)_8537302.0#984; 17; 1011100011011011011100010100101111110001001001011011111101010110010010111000101111101010; 8BBD17B41F52FB65B4B8AE; 11; 10; 819; 837; 8; 1674
9024; 32.179; 6; )32.1@79; 8; 0111110110011111101010000010100101100100; D7F98A9246; 5; 5; 417; 428; 5; 855
9025; 97626985.164417; 15; ^)97626%985.164_41!7; 20; 01001010111011101001111100111001110111110001011001001001010100111010110101011011100101010100000100000000; A4EEF993FD619435DAB5591400; 13; 13; 961; 1007; 10; 1991
